Id Instructor;Grado Académico;Catálogo;Curso;Nº Clase;Nombre Catalogo;Modo de Enseñanza;Fecha Inicio real;Fecha Fin real;Centro de Costos;Nota final por curso;Competencia Evaluada;Nota competencia por clase;Nota final por clase;Pregunta;Calificación Pregunta;Comentarios;Total Evaluaciones generadas;Evaluaciones realizadas;% de participación;Comentarios_Limpios;Is_Real_Comment;TextBlob_Sentiment;VADER_Sentiment;PCA_1;PCA_2;Cluster
;PREG;PS0329;125623;1423;trabajo con grupos ii;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,98;Comentarios;0,0;4,98;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;No tengo cada que agregar;;20,0;90,91;cada agregar;True;Neutral;Neutral;4,2989454;-6,2161627;1
;PREG;PS0329;125623;1423;trabajo con grupos ii;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;50,0;Comentarios;0,0;4,98;Menciona un aspecto positivo del desempeño de tu profe en el aula;;Su pedagogía, sus dinámicas, el aprendizaje que nos deja.;22,0;20,0;90,91;pedagogia dinamicas aprendizaje deja;True;Neutral;Neutral;-1,9933786;3,578568;0
1000066446,0;PREG;CS0234;109931;5885;invest. de contenidos y disc.;Presencial;2024-01-25;2024-05-23;Depto. de Comunicación Social;4,44;Comentarios;0,0;;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Se lleva a cabo la agenda de la clase,  viendo todos los temas;20,0;19,0;95,0;lleva cabo agenda clase viendo temas;True;Neutral;Neutral;-2,0933864;4,250249;0
10003629300,0;PREG;CS0234;109931;0;invest. de contenidos y disc.;Presencial;2024-01-25;;Depto. de Comunicación Social;4,44;Comentarios;0,0;4,39;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;Es un excelente profesor, pero muy mala persona en ocasiones, si se presenta algún inconveniente la respuesta del profesor es: no es mi problema, solucionen ustedes.;20,0;;1000,0;excelente profesor mala persona ocasiones si presenta algun inconveniente respuesta profesor problema solucionen ustedes;True;Neutral;Neutral;-1,9228265;-0,5495476;0
1000011101,0;PREG;CS0239;109936;5929;hipertextos y convergencia;Presencial;2024-01-22;2024-05-20;Depto. de Comunicación Social;4,91;Comentarios;0,0;4,93;;;es muy alegre;7,0;7,0;100,0;alegre;True;Neutral;Neutral;0,5375935;-5,4532585;2
1000011101,0;PREG;CS0239;109936;5929;hipertextos y convergencia;Presencial;2024-01-22;2024-05-20;Depto. de Comunicación Social;;Comentarios;0,0;4,93;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;excelente profesora;400,0;7,0;100,0;excelente profesora;True;Neutral;Neutral;-0,56924534;-7,577709;2
1000095030,0;PREG;FH1025;130119;5564;accion por el clima;Presencial;;2024-05-23;Formación Humanistica y cienti;4,88;Comentarios;;4,88;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;amabilidad;29,0;29,0;100,0;amabilidad;True;Neutral;Neutral;4,569071;1,6194223;2
1000095030,0;PREG;FH1025;130119;5564;accion por el clima;Presencial;;;Formación Humanistica y cienti;50,0;Comentarios;0,0;4,88;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;explica muy bien, muy carismartico y respetuoso;29,0;;100,0;explica bien carismartico respetuoso;True;Neutral;Neutral;-2,4209414;-5,275702;2
1000095030,0;PREG;FH1025;130119;5564;accion por el clima;Presencial;2024-01-25;2024-05-23;Formación Humanistica y cienti;4,88;Comentarios;0,0;4,88;teoldaileno¿uoc nrotda aicd gl fsseanroc o?uT n eúpm eii re;;Mientras vimos el curso con Carlos fue muy didáctico. Hicimos un juego como actividad, tenia diapositivas, también hablaba y nos hacia participar. Muy buena materia.;29,0;29,0;100,0;mientras vimos curso carlos didactico hicimos juego actividad tenia diapositivas tambien hablaba hacia participar buena materia;True;Neutral;Neutral;-1,7441554;0,36549377;0
1000095030,0;PREG;FH1025;130119;5564;accion por el clima;Presencial;2024-01-25;2024-05-23;Formación Humanistica y cienti;4,88;Comentarios;0,0;4,88;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;todo super bien;29,0;29,0;100,0;super bien;True;Positive;Positive;-1,107065;-5,5945144;2
1000043783,0;MSTR;HL0849;115971;5189;tall. intermedial. y multimod.;Virtual Formal;2024-04-25;2024-05-23;Depto. de Humanidades;;Comentarios;0,0;4,82;Aspectos a mejorar sobre el curso:;0,0;Ninguno;16,0;5,0;31,25;ninguno;True;Neutral;Neutral;22,571293;0,899264;1
;PREG;MU2313;130124;3168;lectura y dictado 3;Presencial;2024-01-24;2024-05-24;Depto de Música;4,99;Comentarios;0,0;4,99;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Un Maestro muy pedagogo, está dispuesto a cambiar la forma de explicar para lograr un entendimiento de todos los temas.;9,0;9,0;100,0;maestro pedagogo dispuesto cambiar forma explicar lograr entendimiento temas;True;Neutral;Neutral;-1,0278897;0,24118948;0
1000095130,0;PREG;MU2313;130124;3168;lectura y dictado 3;Presencial;2024-01-24;2024-05-24;Depto de Música;;Comentarios;0,0;4,99;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;El mejor profesor;9,0;9,0;100,0;mejor profesor;True;Neutral;Neutral;-1,529341;-9,451901;2
1000082789,0;PREG;HL0356;0;0;historia de colombia;Presencial;2024-01-22;2024-05-20;Depto. de Humanidades;4,77;Comentarios;0,0;4,77;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;que nunca cambie;20,0;18,0;90,0;nunca cambie;True;Neutral;Neutral;-2,7682338;-4,660854;2
1000082789,0;PREG;HL0356;115478;3441;historia de colombia;Presencial;2024-01-22;2024-05-20;Depto. de Humanidades;4,77;Comentarios;0,0;4,77;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;La clase es muy teórica y la mayoría de las veces se vuelve aburrida;20,0;18,0;90,0;clase teorica mayoria veces vuelve aburrida;True;Neutral;Neutral;-4,0597906;5,8437676;0
10003629300,0;PREG;HL0356;115478;3441;historia de colombia;Presencial;2024-01-22;2024-05-20;Depto. de Humanidades;4,77;Comentarios;0,0;;;0,0;Se nota que conoce demasiado de historia y es muy apasionada al momento de explicar los temas.;20,0;18,0;90,0;nota conoce demasiado historia apasionada momento explicar temas;True;Neutral;Neutral;-1,0466082;-1,5058473;0
1000109075,0;PREG;PS0329;125623;1423;trabajo con grupos ii;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,98;Comentarios;0,0;4,98;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Trajo todo el contenido a la práctica, hace que la clase sea muy agradable y explica muy bien;22,0;20,0;90,91;trajo contenido practica hace clase agradable explica bien;True;Neutral;Neutral;-3,7903297;1,4690143;0
1000109075,0;PREG;PS0329;125623;1423;trabajo con grupos ii;Presencial;2024-01-24;;Depto. de Psicología;4,98;Comentarios;0,0;4,98;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Siento que esta materia ha logrado un equilibrio único entre los elementos prácticos y teóricos, lo cual ha facilitado mi comprensión y apropiación de las temáticas. Además, destaco que he establecido una conexión significativa con la profesora, ya que, a pesar de su calidad académica, sigue siendo clara y directa en cuanto a lo que espera que aprendamos.;22,0;20,0;90,91;siento materia logrado equilibrio unico elementos practicos teoricos facilitado comprension apropiacion tematicas ademas destaco establecido conexion significativa profesora pesar calidad academica sigue siendo clara directa cuanto espera aprendamos;True;Neutral;Neutral;-1,6761062;2,2434368;0
1000355504,0;PREG;PS0330;125624;1424;semin. prepract tall. clin. i;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,88;Comentarios;0,0;4,88;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;su dedicación, claridad y paciencia;26,0;24,0;92,31;dedicacion claridad paciencia;True;Neutral;Neutral;-4,949669;4,6484833;0
10003629300,0;PREG;PS0330;125624;1424;semin. prepract tall. clin. i;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,88;Comentarios;0,0;;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Versatilidad;26,0;24,0;92,31;versatilidad;True;Neutral;Neutral;3,1092467;3,99014;2
1000355504,0;PREG;PS0330;125624;1424;semin. prepract tall. clin. i;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,88;Comentarios;0,0;4,88;Menciona un aspecto positivo del desempeño de tu profe en el aula;;Se enfoca en habilidades prácticas que debemos considerar para nuestro actuar en el campo clínico. El conocimiento es útil.;26,0;24,0;92,31;enfoca habilidades practicas debemos considerar actuar campo clinico conocimiento util;True;Neutral;Neutral;-2,3583424;-0,25262165;0
1000355504,0;PREG;PS0330;125624;1424;semin. prepract tall. clin. i;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,88;Comentarios;0,0;4,88;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;los conceptos propuestos quedaron muy claros;26,0;24,0;92,31;conceptos propuestos quedaron claro;True;Neutral;Neutral;1,376026;-0,4823097;2
1000355504,0;PREG;PS0330;125624;1424;semin. prepract tall. clin. i;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;;Comentarios;0,0;;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;Tiene una actitud muy bonita pero debe organizar más sus clases y los temas de estas;26,0;24,0;92,31;actitud bonita debe organizar ma clases temas;True;Neutral;Neutral;-1,8282826;3,764429;0
1000011101,0;PREG;CS0239;109936;5929;hipertextos y convergencia;Presencial;2024-01-22;2024-05-20;Depto. de Comunicación Social;4,91;Comentarios;0,0;4,93;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;la amo profe;7,0;7,0;100,0;amo profe;True;Neutral;Neutral;-2,7076397;6,176341;0
1000067997,0;PREG;CS0278;109972;5904;experiencia de usuario;Presencial;;2024-05-20;Depto. de Comunicación Social;4,75;Comentarios;;4,75;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Muy respetuosa;8,0;8,0;100,0;respetuosa;True;Neutral;Neutral;0,92596424;-2,6541748;2
1000079447,0;PREG;MU2500;130125;64620;musica lenguaje y memoria;Presencial;2024-01-26;;Depto de Música;4,53;Comentarios;0,0;4,77;ciseeradlaaotrf s ai? ucTitno neodleiú ero mn lp ucgo¿ oned;0,0;Me parece un muy buen NFI y la profesora hacía que el curso fuera muy interesante.;;6,0;85,71;parece buen nfi profesora hacia curso interesante;True;Neutral;Neutral;-2,8004906;-2,3992255;0
;PREG;CS0290;127632;6190;periodismos audiovisuales;Presencial;2024-01-25;2024-05-23;Depto. de Comunicación Social;5,0;Comentarios;;;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Ninguna;1,0;1,0;100,0;ninguna;True;Neutral;Neutral;7,3104677;-1,2454001;1
;PREG;MU2211;129656;6272;enfasis direccion 1;Presencial;2024-01-23;2024-05-21;Depto de Música;5,0;Comentarios;0,0;5,0;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;N.A;1,0;1,0;100,0;na;True;Neutral;Neutral;2,009734;-4,0617113;1
10003629300,0;MSTR;HL0849;115971;5189;tall. intermedial. y multimod.;Virtual Formal;2024-04-25;;Depto. de Humanidades;4,82;Comentarios;0,0;4,82;Aspectos positivos sobre el profesor:;0,0;Es una docente muy carismática, extrovertida, demuestra gran cercanía a los estudiantes y excelente manejo de la temática a trabajar.;16,0;350,0;31,25;docente carismatica extrovertida demuestra gran cercania estudiantes excelente manejo tematica trabajar;True;Neutral;Neutral;-4,200783;1,4726866;0
1000005707,0;PREG;HL0414;115536;5378;introd. al pensamiento urbano;Presencial;2024-01-25;2024-05-23;Depto. de Humanidades;4,69;Comentarios;0,0;4,69;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Es una docente con carisma, por lo que fácilmente puede incitar a la acción pedagógica.;9,0;8,0;88,89;docente carisma facilmente puede incitar accion pedagogica;True;Neutral;Neutral;-2,9015756;-2,056118;0
1000074420,0;PREG;HL0422;115544;5380;inteligencia urbana;Presencial;2024-01-23;2024-05-07;Depto. de Humanidades;4,81;Comentarios;0,0;50,0;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Debe mejorarse el orden y liderazgo de la clase;7,0;6,0;1000,0;debe mejorarse orden liderazgo clase;True;Neutral;Neutral;-1,2313946;-0,70192295;2
1000074420,0;PREG;HL0422;115544;5380;inteligencia urbana;Presencial;2024-01-23;;Depto. de Humanidades;4,81;Comentarios;0,0;4,81;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Tiene muchas responsabilidades y eso puede afectarle un poco su tiempo para las clases, estamos a final de semestre y aún no hemos recibido calificación ni retroalimentación de la primera entrega.;7,0;6,0;85,71;muchas responsabilidades puede afectarle tiempo clases final semestre aun recibido calificacion retroalimentacion primera entrega;True;Neutral;Neutral;-0,8102894;-0,535469;0
1000074420,0;PREG;HL0422;115544;5380;inteligencia urbana;Presencial;2024-01-23;2024-05-07;Depto. de Humanidades;4,81;Comentarios;0,0;4,81;;0,0;Logra transmitir temas muy difíciles y abstractos de una manera fácil a los estudiantes.;7,0;6,0;85,71;logra transmitir temas dificiles abstractos manera facil estudiantes;True;Neutral;Neutral;-1,2490122;2,6925135;0
1000102034,0;PREG;MU0608;121140;5645;especifico composicion 8;Presencial;2024-01-22;2024-05-20;Depto de Música;5,0;Comentarios;0,0;5,0;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;Me gustó que el concierto de compositores fuera obligatorio, también sería interesante que ir a conciertos de la facultad fuera también parte de la nota, para apoyar a nuestros compañeros musicos;1,0;1,0;100,0;gusto concierto compositores obligatorio tambien seria interesante ir conciertos facultad tambien parte nota apoyar companeros musicos;True;Neutral;Neutral;-0,90871584;-0,15668774;0
1000082789,0;PREG;HL0356;115478;0;historia de colombia;Presencial;2024-01-22;2024-05-20;Depto. de Humanidades;4,77;Comentarios;0,0;4,77;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Es muy paciente y no tiene problema en repetir algo que no se entendió, sus clases son buenas;20,0;18,0;90,0;paciente problema repetir entendio clases buenas;True;Neutral;Neutral;-2,5674288;1,2198559;0
1000342196,0;PREG;PS0307;125601;1399;teo. y autor. en psico. human.;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,5;Comentarios;0,0;4,5;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Ninguno;32,0;;100,0;ninguno;True;Neutral;Neutral;22,571293;0,899264;1
1000342196,0;PREG;PS0307;125601;1399;teo. y autor. en psico. human.;Presencial;;2024-05-21;Depto. de Psicología;;Comentarios;;4,5;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;hacer la clase. mas dinámica ya que suele ser un poco aburrida;32,0;32,0;100,0;hacer clase ma dinamica suele ser aburrida;True;Neutral;Neutral;-0,22864491;1,570253;2
1000342196,0;PREG;PS0307;125601;1399;teo. y autor. en psico. human.;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,5;Comentarios;0,0;4,5;;0,0;Me gustaria que las clases fueran mas dinamicas;32,0;32,0;;gustaria clases ma dinamicas;True;Neutral;Neutral;-1,4457624;4,4101725;0
1000342196,0;PREG;PS0307;125601;1399;teo. y autor. en psico. human.;Presencial;2024-01-23;;Depto. de Psicología;4,5;Comentarios;0,0;4,5;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Debería concluir los temas a tiempo y no extenderse tanto. Ser más puntual respecto a los temas de clase.;32,0;350,0;100,0;deberia concluir temas tiempo extenderse ser ma puntual respecto temas clase;True;Neutral;Neutral;-0,9820194;-0,009760261;0
1000342196,0;PREG;PS0307;125601;1399;teo. y autor. en psico. human.;Presencial;;2024-05-21;Depto. de Psicología;4,5;Comentarios;0,0;4,5;r os venio tiop ouM e e ot ni mlcnauels poa fdañpelpseuaendecdeet;0,0;Es muy calmada al hablar me transmite paz;400,0;;100,0;calmada hablar transmite paz;True;Neutral;Neutral;-2,72313;0,30128253;0
1000342196,0;PREG;PS0307;125601;1399;teo. y autor. en psico. human.;Presencial;;2024-05-21;Depto. de Psicología;;Comentarios;0,0;4,5;;0,0;Las actividades evaluativas han sido variadas y han facilitado el aprendizaje, además la profe es muy amable;32,0;32,0;100,0;actividades evaluativas sido variadas facilitado aprendizaje ademas profe amable;True;Neutral;Neutral;-1,7625606;0,7390071;0
1000342196,0;PREG;PS0307;125601;1399;teo. y autor. en psico. human.;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,5;Comentarios;0,0;4,5;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;Es muy inspiradora.;32,0;32,0;100,0;inspiradora;True;Neutral;Neutral;-1,4691899;4,8873677;2
1000060427,0;PREG;PS0331;125625;1425;etica profesional;Presencial;2024-01-25;2024-05-23;Depto. de Psicología;4,77;Comentarios;0,0;4,77;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Metodología que aun no me cuadra del todo, es una metodología que muchas veces no permite llegar a entender el curso;32,0;29,0;90,63;metodologia aun cuadra metodologia muchas veces permite llegar entender curso;True;Neutral;Neutral;-2,3787656;-0,25763547;0
1000060427,0;PREG;PS0331;125625;1425;etica profesional;Presencial;2024-01-25;2024-05-23;Depto. de Psicología;4,77;Comentarios;0,0;;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Muy respetuoso siempre con los estudiantes y también dispuesto a escuchar las diferentes opiniones. Además, tiene una organización excelente del curso y respeta el pacto pedagógico;32,0;29,0;90,63;respetuoso siempre estudiantes tambien dispuesto escuchar diferentes opiniones ademas organizacion excelente curso respeta pacto pedagogico;True;Neutral;Neutral;-1,2109895;-2,8176312;0
1000060427,0;PREG;PS0331;125625;1425;etica profesional;Presencial;2024-01-25;2024-05-23;Depto. de Psicología;4,77;Comentarios;0,0;4,77;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;Que lo amo.;32,0;29,0;90,63;amo;True;Neutral;Neutral;2,5583277;2,267887;1
1000084771,0;PREG;PS0333;125627;1426;psicologia y sociedad;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,63;Comentarios;;4,63;;0,0;Es suprema ente conocedora de lo que habla, adicionalmente es apasionada por el tema y sabe transmitir bien ese conocimiento.;15,0;15,0;100,0;suprema ente conocedora habla adicionalmente apasionada tema sabe transmitir bien conocimiento;True;Neutral;Neutral;-3,4216235;-1,7574434;0
1000084771,0;PREG;PS0333;125627;1426;psicologia y sociedad;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,63;Comentarios;0,0;4,63;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Trae muy buenos ejemplos de la vida real para explicar los fenómenos;15,0;15,0;100,0;trae buenos ejemplos vida real explicar fenomenos;True;Positive;Neutral;-0,26500612;2,2016258;0
1000084771,0;PREG;PS0333;125627;1426;psicologia y sociedad;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,63;Comentarios;0,0;4,63;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;Estoy eternamente agradecida con este curso. Mucha información muy valiosa y muy buena experiencia en clase.;15,0;350,0;100,0;eternamente agradecida curso mucha informacion valiosa buena experiencia clase;True;Neutral;Neutral;-3,0774274;-3,6774755;2
1000004552,0;PREG;PS0334;125628;1427;semin. pospract tall. clin. 2;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,61;Comentarios;0,0;4,61;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Podría variar un poco en la metodología de las clases, hacerlas un poco más dinámicas;27,0;27,0;100,0;podria variar metodologia clases hacerlas ma dinamicas;True;Neutral;Neutral;-1,8217843;3,8245125;0
1000026015,0;PREG;CS0237;109934;5899;periodismo de opinion;Presencial;2024-01-25;2024-05-23;Depto. de Comunicación Social;;Comentarios;0,0;5,0;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;El mejor profe que tiene la universidad;17,0;16,0;94,12;mejor profe universidad;True;Neutral;Neutral;-1,5012071;-0,18420398;0
1000026015,0;PREG;CS0237;109934;5899;periodismo de opinion;Presencial;2024-01-25;2024-05-23;Depto. de Comunicación Social;5,0;Comentarios;0,0;5,0;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;Me gusto el curso y el profe se veia motivado para dar la clase, siempre se interesaba por los temas de clase y por el bienestar de los estudiantes;;16,0;94,12;gusto curso profe veia motivado dar clase siempre interesaba temas clase bienestar estudiantes;True;Neutral;Neutral;-2,30833;2,8803005;0
1000099503,0;PREG;CS0280;109974;5942;narrat. en real. virt. y mix.;Presencial;2024-01-23;2024-05-21;Depto. de Comunicación Social;4,85;Comentarios;0,0;;runedt c  ilfsdc amp e e  uuma eonaeoaa jepotrñalsdenope eeMnoerl ;0,0;TODO, es una materia mas de lo mismo de la carrera de interactivo, es aburrida, maluca, estresante y no sirve para nada, es la peor clase que he visto en toda la carrera.;14,0;14,0;;materia ma mismo carrera interactivo aburrida maluca estresante sirve peor clase visto toda carrera;True;Neutral;Neutral;-1,2331254;0,6690124;0
1000024894,0;MSTR;CS0774;110026;5271;audiencia y cultura de partic.;Presencial;2024-01-31;2024-02-24;Depto. de Comunicación Social;4,81;Comentarios;0,0;4,81;Aspectos a mejorar sobre el profesor:;0,0;Ninguno.;8,0;7,0;87,5;ninguno;True;Neutral;Neutral;22,571293;0,899264;1
1000025398,0;PREG;MU2342;130157;6379;piano complementario 2;Presencial;2024-01-23;2024-05-21;Depto de Música;4,17;Comentarios;;;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;El Maestro Fabio, no tiene buena pedagogía, no cambia la forma de explicar así uno no haya entendido, se comunica de una manera muy ofensiva cuando el estudiante no entiende una temática, no tiene tacto.;4,0;4,0;1000,0;maestro fabio buena pedagogia cambium forma explicar asi entendido comunica manera ofensiva estudiante entiende tematica tacto;True;Neutral;Neutral;-3,5113218;2,5058098;0
;PREG;MU2343;130158;6385;mrlooip3amnnao etcp ie;Presencial;2024-01-23;2024-05-21;Depto de Música;4,86;Comentarios;;5,0;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;Gracias por la paciencia y por enseñarnos piano con buen método y con paciencia, por enfatizar en el ritmo y en no errar notas.;;2,0;1000,0;gracias paciencia ensenarnos piano buen metodo paciencia enfatizar ritmo errar notas;True;Neutral;Neutral;-1,7802799;1,0513853;0
1000038702,0;PREG;PS0308;125602;0;logica y argumentacion;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;50,0;Comentarios;0,0;50,0;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;;No mucho, una gran profesora.;31,0;31,0;100,0;gran profesora;True;Neutral;Neutral;-0,1333828;-4,4128556;2
1000038702,0;PREG;PS0308;125602;1400;logica y argumentacion;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,98;Comentarios;0,0;4,98;Menciona un aspecto positivo del desempeño de tu profe en el aula;;Buena actitud;31,0;31,0;100,0;buena actitud;True;Neutral;Neutral;0,79260445;-0,56566364;2
1000038702,0;PREG;PS0308;125602;1400;logica y argumentacion;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,98;Comentarios;0,0;4,98;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;La profe es excelente, no le molesta explicar muchas veces, responde rápido, es didáctica, tiene muy buen humor.;400,0;31,0;100,0;profe excelente molesta explicar muchas veces responde rapido didactica buen humor;True;Neutral;Positive;-1,926564;-0,13238847;0
1000038702,0;PREG;PS0308;125602;1400;logica y argumentacion;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,98;Comentarios;;4,98;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;Que gracias por ser tan amable;31,0;31,0;100,0;gracias ser tan amable;True;Neutral;Neutral;-0,27508938;-3,7706203;2
;PREG;PS0308;125602;1400;logica y argumentacion;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,98;Comentarios;0,0;4,98;¿Tienes algún comentario adicional de tu profe o del curso?;;Amo su clase profe no cambie.;31,0;31,0;100,0;amo clase profe cambie;True;Neutral;Neutral;-3,257942;6,2882757;0
10003629300,0;PREG;PS0309;125603;1401;modelos administrativos;Presencial;2024-01-26;2024-05-24;Depto. de Psicología;;Comentarios;0,0;50,0;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Es una profesora muy atenta con sus estudiantes y su forma de explicar es muy clara y entretenida por lo que hace las clases interesantes.;;33,0;;profesora atenta estudiantes forma explicar clara entretenida hace clases interesantes;True;Neutral;Neutral;-1,6754057;1,444225;0
1000071781,0;PREG;PS0309;125603;1401;modelos administrativos;Presencial;2024-01-26;2024-05-24;Depto. de Psicología;;Comentarios;0,0;50,0;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;La clase es muy buena y uno realmente aprende;33,0;33,0;100,0;clase buena realmente aprende;True;Neutral;Neutral;-1,6422055;-0,0430758;2
10003629300,0;PREG;PS0310;125604;1402;psicomet. y pruebas psicomets.;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,83;Comentarios;0,0;4,83;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;El metodo de aprendizaje, moderacion  que emplea al enseñar y la abilidad de evocar interes por el area.;33,0;33,0;100,0;metodo aprendizaje moderacion emplea ensenar abilidad evocar interes area;True;Neutral;Neutral;-1,4739785;1,8392276;0
1000089082,0;PREG;PS0310;125604;1402;psicomet. y pruebas psicomets.;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,83;Comentarios;;4,83;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Se preocupa bastante por el aprendizaje de sus estudiantes;33,0;33,0;100,0;preocupa bastante aprendizaje estudiantes;True;Neutral;Neutral;-0,8486167;-3,6061273;2
1000089082,0;PREG;PS0310;0;0;psicomet. y pruebas psicomets.;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,83;Comentarios;0,0;4,83;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Sabe explicar muy bien;;33,0;100,0;sabe explicar bien;True;Neutral;Neutral;-2,193859;-4,016348;2
1000089082,0;PREG;PS0310;125604;0;psicomet. y pruebas psicomets.;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,83;Comentarios;0,0;4,83;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Claridad a la hora de explicar;33,0;33,0;1000,0;claridad hora explicar;True;Neutral;Neutral;-1,6272011;0,9802712;2
1000004552,0;PREG;PS0334;125628;1427;semin. pospract tall. clin. 2;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,61;Comentarios;0,0;4,61;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;Excelente curso porque nos da herramientas muy necesarias para nuestro trabajo como profesionales;;27,0;100,0;excelente curso da herramientas necesarias trabajo profesionales;True;Neutral;Neutral;-2,6611578;-0,72664493;0
1000342171,0;PREG;PS0335;125629;1428;semin. pospract. tall. grupal;Presencial;;2024-05-24;Depto. de Psicología;4,52;Comentarios;0,0;4,52;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Nos puso a exponer todo el curso;27,0;27,0;100,0;puso exponer curso;True;Neutral;Neutral;-2,0019224;-1,4039594;2
1000342171,0;PREG;PS0335;125629;1428;semin. pospract. tall. grupal;Presencial;2024-01-26;2024-05-24;Depto. de Psicología;4,52;Comentarios;0,0;4,52;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Actitud y receptividad en la comunicación, propuesta pedagógica;27,0;27,0;100,0;actitud receptividad comunicacion propuesta pedagogica;True;Neutral;Neutral;-3,652352;8,123722;0
1000342171,0;PREG;PS0335;125629;1428;semin. pospract. tall. grupal;Presencial;2024-01-26;2024-05-24;Depto. de Psicología;4,52;Comentarios;0,0;4,52;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;;Que las metodologías de clase no sean únicamente expocisiones;27,0;27,0;100,0;metodologias clase unicamente expocisiones;True;Neutral;Neutral;-0,9490229;-0,42919856;0
